763,764,849,850,847,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,848,849,850,848,849,761,762
849,850,935,936,933,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,934,935,936,934,935,847,848
935,936,937,1018,1019,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1020,1021,1022,1023,932,933,934
763,764,765,1104,1105,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1106,1107,1108,1109,760,761,762
849,850,851,1190,1191,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1192,1193,1194,1195,846,847,848
935,936,937,1276,1277,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1278,1279,1280,1281,932,933,934
763,764,765,1362,1363,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1364,1365,1366,1367,760,761,762
849,850,851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,846,847,848
935,936,937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,932,933,934
763,764,765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,760,761,762
